compartment,time,V165,Mecm,Mebm,Mpbm,R1,R2,N1,N2,Mecm_V165,Mebm_V165,Mpbm_V165,R1_V165,R2_V165,N1_V165,N2_V165,R2_V165_N1,R2_V165_N2,R1_N1,R1_N2,Mebm_V165_R1,Mebm_V165_R2
main,1680,1.72858181506246e-16,2.14992768479779e-11,1.9999324399839e-12,1.99993273004442e-11,9.47282269761649e-16,4.70417457287651e-15,3.09340192542257e-13,3.09727341842294e-13,7.23152022220766e-16,6.57283684826716e-17,6.7269955555419e-16,2.04215319658382e-18,5.63530448015623e-19,2.05542525921162e-16,6.60053807173058e-17,4.19699782432176e-17,1.49899347136135e-17,3.17731517827675e-14,3.18120604703053e-14,7.97388370272054e-19,1.0342592452826e-18
main,1740,1.73462833026418e-16,2.14992737061299e-11,1.99993214649266e-12,1.99993243777949e-11,9.46960354056228e-16,4.70202888115491e-15,3.09904246033113e-13,3.10297400301933e-13,7.2629387024367e-16,6.60129793745628e-17,6.75622204877822e-16,2.0493650387425e-18,5.65140282293388e-19,2.06979113576553e-16,6.64680390870514e-17,4.22599395997918e-17,1.5091011598752e-17,3.18327259209436e-14,3.18723284565991e-14,8.01128109287563e-19,1.03939986137155e-18
main,1800,1.7400482989708e-16,2.14992708985568e-11,1.99993188423002e-12,1.9999321766099e-11,9.46686710279974e-16,4.69960108907162e-15,3.10386357671932e-13,3.10784939285927e-13,7.29101443415668e-16,6.62674611585718e-17,6.78233900851774e-16,2.0558497674604e-18,5.66549114089752e-19,2.08267050579821e-16,6.68828421956779e-17,4.25145652947682e-17,1.51797049294471e-17,3.18836714271081e-14,3.19239030540244e-14,8.0447650927532e-19,1.04383232462794e-18
main,1860,1.74491395816996e-16,2.14992683858978e-11,1.9999316495182e-12,1.99993194287418e-11,9.46454008216291e-16,4.69700349808269e-15,3.10798418363872e-13,3.112018991907e-13,7.31614102393055e-16,6.64953408256934e-17,6.8057125804004e-16,2.06168913553552e-18,5.67786129183316e-19,2.09422257313031e-16,6.72549113448177e-17,4.27384290286962e-17,1.52576286967783e-17,3.19272373811004e-14,3.19680385213348e-14,8.0747891795835e-19,1.04766207199009e-18
main,1920,1.74928847319865e-16,2.1499266133781e-11,1.99993143914564e-12,1.99993173337493e-11,9.46256059962272e-16,4.69432293766561e-15,3.11150594517904e-13,3.11558493049452e-13,7.33866219252028e-16,6.66997006554315e-17,6.82666250466992e-16,2.0669548359686e-18,5.68875953413843e-19,2.10458925108205e-16,6.75888123507864e-17,4.2935500762159e-17,1.53261822074474e-17,3.19644920899222e-14,3.20058081179595e-14,8.10175024095399e-19,1.05097869128306e-18
main,1980,1.75322713469161e-16,2.14992641121695e-11,1.99993125030597e-12,1.99993154531805e-11,9.46087633725344e-16,4.69162567500709e-15,3.11451578040516e-13,3.11863456380912e-13,7.35887830701902e-16,6.6883236288239e-17,6.8454681925757e-16,2.07170980364053e-18,5.6983937441434e-19,2.11389704464887e-16,6.7888615892553e-17,4.31092240525454e-17,1.53865778083776e-17,3.19963492485536e-14,3.20381302314651e-14,8.12599584202346e-19,1.05385818097184e-18
main,2040,1.75677839633837e-16,2.14992622947929e-11,1.99993108054472e-12,1.99993137625976e-11,9.45944300170815e-16,4.68896145450318e-15,3.11708800104996e-13,3.12124260906601e-13,7.37705207252524e-16,6.70483073075851e-17,6.86237402095358e-16,2.07600934903173e-18,5.70693952097348e-19,2.12225872316045e-16,6.81579511603866e-17,4.3262584603245e-17,1.54398654306117e-17,3.20235903144757e-14,3.20657907315118e-14,8.14783059005946e-19,1.05636493375005e-18
main,2100,1.75998477370322e-16,2.1499260658652e-11,1.99993092771317e-12,1.99993122406061e-11,9.45822305059692e-16,4.68636681209719e-15,3.11928613941564e-13,3.12347297360019e-13,7.39341348131569e-16,6.7196981218551e-17,6.87759393610747e-16,2.07990214390665e-18,5.71454533970534e-19,2.12977480963047e-16,6.84000536409125e-17,4.33981706570615e-17,1.54869541859646e-17,3.20468836440794e-14,3.20894620958353e-14,8.16752169251498e-19,1.05855346296075e-18
main,2160,1.76288362214221e-16,2.14992591835891e-11,1.99993078992811e-12,1.99993108684546e-11,9.45718463261805e-16,4.68386778679416e-15,3.12116451135122e-13,3.12538031856449e-13,7.40816410946317e-16,6.73310716315807e-17,6.89131545066326e-16,2.08343107716291e-18,5.7213368933439e-19,2.13653490870508e-16,6.86178077373026e-17,4.3518225947381e-17,1.55286312783816e-17,3.20668008597127e-14,3.21097197747663e-14,8.18530379990035e-19,1.06046989488832e-18
main,2220,1.76550780976092e-16,2.14992578519159e-11,1.99993066553708e-12,1.99993096296888e-11,9.45630070252411e-16,4.68148213224314e-15,3.1227695526818e-13,3.12701139646354e-13,7.42148084235472e-16,6.74521713799083e-17,6.90370310916703e-16,2.08663399725245e-18,5.72742074558629e-19,2.14261889175677e-16,6.88137848162347e-17,4.36246959437364e-17,1.55655784993391e-17,3.20838308482123e-14,3.21270561932732e-14,8.20138321809584e-19,1.0621532514336e-18
main,2280,1.76788629942843e-16,2.149925664809e-11,1.99993055308809e-12,1.99993085098506e-11,9.45554827985749e-16,4.6792211146884e-15,3.12414096191266e-13,3.12840619522804e-13,7.43351910209612e-16,6.75616812209557e-17,6.91490149032182e-16,2.08954435581803e-18,5.73288739960676e-19,2.14809795501933e-16,6.89902771888184e-17,4.37192681140497e-17,1.55983865706062e-17,3.20983917337287e-14,3.21418927317953e-14,8.21594156734793e-19,1.06363654750518e-18
main,2340,1.77004465211174e-16,2.14992555584359e-11,1.99993045130371e-12,1.9999307496219e-11,9.45490782647534e-16,4.67709096949258e-15,3.12531267727826e-13,3.12959891680618e-13,7.44441564165679e-16,6.76608346979537e-17,6.92503780619221e-16,2.09219176551176e-18,5.73781387321484e-19,2.15303556454037e-16,6.91493284652166e-17,4.38034068886004e-17,1.56275675835015e-17,3.21108411180094e-14,3.21545899777749e-14,8.22913895756921e-19,1.06494772626983e-18
main,2400,1.77200546222231e-16,2.14992545709038e-11,1.99993035905823e-12,1.99993065775844e-11,9.45436272263963e-16,4.67509407649922e-15,3.12631371214255e-13,3.13061881420457e-13,7.45429096300197e-16,6.77507196694265e-17,6.93422415162956e-16,2.09460248340609e-18,5.74226585764002e-19,2.15748830000982e-16,6.9292760667998e-17,4.38783839606834e-17,1.56535657651003e-17,3.21214848388682e-14,3.21654564976035e-14,8.24111674209299e-19,1.06611045364778e-18
main,2460,1.7737887342666e-16,2.14992536748593e-11,1.99993027535828e-12,1.99993057440547e-11,9.45389882519775e-16,4.67322990442694e-15,3.12716886927971e-13,3.13149090745064e-13,7.46325140947547e-16,6.7832296951626e-17,6.94255945067468e-16,2.09679982998806e-18,5.74629952576185e-19,2.16150660810577e-16,6.9422198444168e-17,4.39453045027615e-17,1.56767667810625e-17,3.21305844612778e-14,3.21747563426067e-14,8.25199990494877e-19,1.06714479140979e-18
main,2520,1.77541220885667e-16,2.14992528609025e-11,1.99993019932588e-12,1.99993049868855e-11,9.45350409435697e-16,4.67149576600682e-15,3.12789935159067e-13,3.13223659598883e-13,7.47139097637439e-16,6.79064164626518e-17,6.95013114081322e-16,2.09880455245037e-18,5.74996304568803e-19,2.16513547481063e-16,6.95390906780082e-17,4.40051298191405e-17,1.56975057635038e-17,3.21383636844807e-14,3.21827154718284e-14,8.26189913015325e-19,1.06806776612885e-18
main,2580,1.77689164505042e-16,2.14992521207123e-11,1.99993013018372e-12,1.99993042983365e-11,9.45316827794101e-16,4.66988741845535e-15,3.12852328426744e-13,3.13287418248985e-13,7.47879287799562e-16,6.79738312067138e-17,6.95701663069342e-16,2.10063513985318e-18,5.75329784703504e-19,2.16841502513751e-16,6.96447297746086e-17,4.40586968996768e-17,1.57160742316135e-17,3.21450138219764e-14,3.2189527247975e-14,8.27091259551688e-19,1.06889384918289e-18
main,2640,1.77824106504173e-16,2.14992514469096e-11,1.99993006724254e-12,1.99993036715433e-11,9.45288264393856e-16,4.66839953791082e-15,3.12905616124187e-13,3.13341932088656e-13,7.48553090440484e-16,6.80352093924408e-17,6.96328456223686e-16,2.102308096724e-18,5.75633967992777e-19,2.17138105782948e-16,6.97402688560586e-17,4.4106735285503e-17,1.57327260531707e-17,3.21506984885409e-14,3.21953571403021e-14,8.27912752806652e-19,1.06963536106887e-18
main,2700,1.77947296639332e-16,2.14992508329406e-11,1.99993000989013e-12,1.99993031004092e-11,9.4526397537104e-16,4.66702609147702e-15,3.12951122689536e-13,3.13388539959686e-13,7.4916705967446e-16,6.80911449399377e-17,6.96899590394828e-16,2.10383818077718e-18,5.75911950046296e-19,2.17406552182568e-16,6.9826737087772e-17,4.41498816082245e-17,1.5747682577051e-17,3.21555576090168e-14,3.22003467488975e-14,8.28662155336665e-19,1.07030281151333e-18
main,2760,1.78059850628744e-16,2.14992502729738e-11,1.99992995758185e-12,1.99993025795097e-11,9.45243326949597e-16,4.66576062635959e-15,3.12989980241519e-13,3.13428386930846e-13,7.49727026600562e-16,6.81421665969153e-17,6.97420489860971e-16,2.10523860966078e-18,5.76166421103963e-19,2.17649694060606e-16,6.99050533306879e-17,4.41886921189078e-17,1.57611370504097e-17,3.2159710847016e-14,3.22046172483047e-14,8.29346386675679e-19,1.07090518526594e-18
main,2820,1.78162766164698e-16,2.14992497618127e-11,1.99992990983234e-12,1.99993021040109e-11,9.45225779090069e-16,4.6645964921198e-15,3.13023156482271e-13,3.13462452334482e-13,7.50238187678687e-16,6.81887458542348e-17,6.97895988538294e-16,2.10652124096433e-18,5.76399727942204e-19,2.17870078991759e-16,6.99760382956673e-17,4.42236534826205e-17,1.57732584194989e-17,3.21632605374698e-14,3.22082723342767e-14,8.29971625076999e-19,1.07145018204448e-18
main,2880,1.78256936844227e-16,2.14992492948188e-11,1.99992986620843e-12,1.9999301669598e-11,9.45210871590601e-16,4.66352700919384e-15,3.13051478553542e-13,3.13491573747159e-13,7.50705181461084e-16,6.82313038251143e-17,6.9833040135913e-16,2.10769672913542e-18,5.76613925655748e-19,2.1806998338361e-16,7.00404253589035e-17,4.42551920781286e-17,1.57841945999835e-17,3.21662941948162e-14,3.22114007453642e-14,8.30543395971101e-19,1.07194441785396e-18
main,2940,1.7834316430352e-16,2.14992488678446e-11,1.99992982632253e-12,1.99993012724132e-11,9.45198212265566e-16,4.66254559444104e-15,3.13075653433026e-13,3.13516467501064e-13,7.51132155279422e-16,6.82702172296125e-17,6.98727586306422e-16,2.10877466244719e-18,5.76810820992451e-19,2.1825144236232e-16,7.00988701813594e-17,4.42836820103993e-17,1.57940752910607e-17,3.21688866582323e-14,3.22140784206899e-14,8.31066648950849e-19,1.072393593819e-18
main,3000,1.78422168801237e-16,2.14992484771765e-11,1.99992978982796e-12,1.99993009090015e-11,9.45187466886212e-16,4.66164585250882e-15,3.1309628537247e-13,3.13537746228012e-13,7.51522823265027e-16,6.83058236064113e-17,6.99090998386056e-16,2.10976368272033e-18,5.76992008644748e-19,2.18416276338869e-16,7.01519592609012e-17,4.43094520154734e-17,1.58030143975471e-17,3.21711019264243e-14,3.22163703464044e-14,8.3154582484643e-19,1.07280263773149e-18
main,3060,1.78494598461557e-16,2.14992481194835e-11,1.9999297564134e-12,1.99993005762626e-11,9.45178350617119e-16,4.66082164017143e-15,3.13113890806529e-13,3.13555933865319e-13,7.51880516888002e-16,6.83384258569688e-17,6.99423736639984e-16,2.11067159012644e-18,5.77158901670866e-19,2.18566114616226e-16,7.02002175327941e-17,4.43327914127026e-17,1.58111121152421e-17,3.21729947269004e-14,3.22183321357451e-14,8.31984914236528e-19,1.07317582271062e-18
main,3120,1.78561037358211e-16,2.14992477917708e-11,1.99992972579947e-12,1.99993002714148e-11,9.45170620723372e-16,4.66006710945265e-15,3.13128911099104e-13,3.13571478490708e-13,7.52208229035291e-16,6.83682962125493e-17,6.99728585149095e-16,2.11150543507443e-18,5.77312757025177e-19,2.18702416360896e-16,7.02441151224144e-17,4.43539552379451e-17,1.58184567271729e-17,3.21746118581409e-14,3.22200113811344e-14,8.32387508555672e-19,1.07351686668332e-18
main,3180,1.78622012595364e-16,2.14992474913476e-11,1.99992969773441e-12,1.99992999919503e-11,9.45164070358074e-16,4.65937673423613e-15,3.13141723440753e-13,3.13584763300299e-13,7.5250865250514e-16,6.83956797019756e-17,7.00008048841968e-16,2.11227159890236e-18,5.77454697014601e-19,2.18826489228828e-16,7.02840733433049e-17,4.43731686727346e-17,1.58251261516474e-17,3.21759933375317e-14,3.22214488112109e-14,8.32756844796314e-19,1.07382901580673e-18
main,3240,1.786780005194e-16,2.1499247215786e-11,1.99992967199192e-12,1.99992997356154e-11,9.45158523268794e-16,4.65874532415518e-15,3.13152650165293e-13,3.13596115998311e-13,7.52784213672518e-16,6.84207971872035e-17,7.00264384811628e-16,2.11297586485687e-18,5.77585727361684e-19,2.18939505905283e-16,7.0320470023984e-17,4.43906308683294e-17,1.58311892772647e-17,3.2177173383163e-14,3.22226792809361e-14,8.33095844665652e-19,1.07411511445545e-18
main,3300,1.78729432176996e-16,2.14992469628986e-11,1.99992964836721e-12,1.99992995003694e-11,9.45153829286074e-16,4.6581680288094e-15,3.13161966714827e-13,3.13605816828237e-13,7.53037101974809e-16,6.84438480243971e-17,7.00499629743991e-16,2.11362348063635e-18,5.77706752441226e-19,2.19042518790841e-16,7.03536442381195e-17,4.44065182496524e-17,1.58367071150486e-17,3.21781812535355e-14,3.2223732618862e-14,8.3340714893725e-19,1.07437766397473e-18
main,3360,1.78776698118752e-16,2.14992467307038e-11,1.99992962667554e-12,1.99992992843754e-11,9.45149860477767e-16,4.65764033474425e-15,3.13169908449223e-13,3.13614105442036e-13,7.53269295776064e-16,6.84650124002448e-17,7.00715623977713e-16,2.11421921359696e-18,5.77818588161941e-19,2.19136473040907e-16,7.03839005047233e-17,4.44209873721236e-17,1.5841733793577e-17,3.21790419657321e-14,3.22246343521666e-14,8.33693147634878e-19,1.0746188720441e-18
main,3420,1.78820152633895e-16,2.1499246517415e-11,1.99992960674992e-12,1.99992990859677e-11,9.45146507870499e-16,4.65715805713234e-15,3.13176676467601e-13,3.13621186775424e-13,7.53482585090613e-16,6.84844533863369e-17,7.00914032642427e-16,2.11476739956818e-18,5.77921972885233e-19,2.19222218143644e-16,7.04115125178243e-17,4.44341773940597e-17,1.58463174192863e-17,3.21797769096461e-14,3.22254063270929e-14,8.33956006597546e-19,1.07484069419551e-18
main,3480,1.78860117489861e-16,2.14992463214089e-11,1.99992958843888e-12,1.99992989036349e-11,9.45143678654315e-16,4.65671732768925e-15,3.13182442585125e-13,3.13627236073058e-13,7.53678591579781e-16,6.85023187484903e-17,7.01096364260245e-16,2.11527198609602e-18,5.78017576707045e-19,2.19300518201203e-16,7.04367264586458e-17,4.44462122184193e-17,1.58505008209591e-17,3.21804043733024e-14,3.22260672398833e-14,8.34197690898587e-19,1.0750448687772e-18
main,3540,1.78896885240179e-16,2.14992461412134e-11,1.99992957160458e-12,1.99992987360118e-11,9.4514129379902e-16,4.65631458002878e-15,3.1318735358762e-13,3.13632403186613e-13,7.53858786178108e-16,6.8518742542855e-17,7.012639871424e-16,2.11573657081764e-18,5.78106009373149e-19,2.19372061060906e-16,7.04597639374587e-17,4.44572023500407e-17,1.58543221946812e-17,3.218093999214e-14,3.22266330911203e-14,8.34419985526564e-19,1.07523294644207e-18
main,3600,1.78930722155663e-16,2.14992459754949e-11,1.99992955612259e-12,1.9999298581856e-11,9.45139286021519e-16,4.65594653339561e-15,3.13191534868735e-13,3.13636816250905e-13,7.54024504656479e-16,6.85338465262623e-17,7.01418143866474e-16,2.11616443557732e-18,5.78187827052753e-19,2.1943746642683e-16,7.04808246070814e-17,4.44672465079509e-17,1.58578156632195e-17,3.21813971332583e-14,3.22271175745256e-14,8.34624513679686e-19,1.07540631506145e-18
main,3660,1.78961870826307e-16,2.14992458230392e-11,1.99992954187954e-12,1.99992984400363e-11,9.45137598052366e-16,4.65561017549942e-15,3.13195093539234e-13,3.13640584828069e-13,7.54176961387036e-16,6.85477414045175e-17,7.01559964080961e-16,2.11655857681077e-18,5.78263538156898e-19,2.19497293067712e-16,7.05000884853265e-17,4.44764330267064e-17,1.58610117617746e-17,3.21817872240394e-14,3.22275324096726e-14,8.34812752977358e-19,1.0755662208157e-18
main,3720,1.78990552474825e-16,2.14992456827391e-11,1.9999295287722e-12,1.99992983095233e-11,9.45136181157383e-16,4.65530274500193e-15,3.13198121084961e-13,3.13643802596759e-13,7.54317261538685e-16,6.85605279391126e-17,7.01690475849917e-16,2.11692173265385e-18,5.78333608356299e-19,2.19552045224008e-16,7.05177180194927e-17,4.44848410758972e-17,1.586393786035e-17,3.21821200331951e-14,3.22278876267024e-14,8.34986049851099e-19,1.07571378608849e-18
main,3780,1.79016969017362e-16,2.14992455535876e-11,1.99992951670653e-12,1.99992981893829e-11,9.45134993876903e-16,4.65502171407072e-15,3.13200695638958e-13,3.13646549652147e-13,7.54446411900813e-16,6.85722979300798e-17,7.01810615721657e-16,2.11725640717047e-18,5.78398464927062e-19,2.19602178305352e-16,7.05338599222681e-17,4.44925417228066e-17,1.58666185315095e-17,3.2182403911125e-14,3.22281918099707e-14,8.35145632341621e-19,1.07585002468683e-18
main,3840,1.79041304902185e-16,2.14992454346686e-11,1.99992950559675e-12,1.99992980787611e-11,9.45134000950503e-16,4.6547647713041e-15,3.13202883923707e-13,3.13648894473095e-13,7.54565330506286e-16,6.85831350903233e-17,7.01921237680239e-16,2.1175648920438e-18,5.78458500530929e-19,2.19648103959286e-16,7.05486468050887e-17,4.44995988596749e-17,1.58690758710475e-17,3.21826459954725e-14,3.22284523065479e-14,8.35292621498399e-19,1.07597585482235e-18
main,3900,1.79063728753008e-16,2.14992453251441e-11,1.99992949536416e-12,1.99992979768785e-11,9.45133172400022e-16,4.65452980524448e-15,3.1320474291135e-13,3.13650895604597e-13,7.54674855201478e-16,6.85931158247234e-17,7.02023121117638e-16,2.11784928602898e-18,5.78514076518513e-19,2.1969019458293e-16,7.05621986320212e-17,4.45060700139903e-17,1.58713297780189e-17,3.21828523869178e-14,3.22286754046438e-14,8.3542804155194e-19,1.0760921102162e-18
main,3960,1.79084394840145e-16,2.14992452242489e-11,1.99992948593768e-12,1.9999297883023e-11,9.45132482747546e-16,4.65431488862976e-15,3.13206321242803e-13,3.13652603096727e-13,7.54775751291725e-16,6.8602309925544e-17,7.02116977945789e-16,2.11811151242638e-18,5.78565525828878e-19,2.19728787341004e-16,7.05746240145924e-17,4.45120070576139e-17,1.58733981996604e-17,3.21830282995139e-14,3.22288664862957e-14,8.35552829006279e-19,1.07619954962961e-18
main,4020,1.79103444399681e-16,2.14992451312832e-11,1.99992947725197e-12,1.99992977965424e-11,9.45131910348561e-16,4.65411826347894e-15,3.13207660440748e-13,3.13654059735291e-13,7.54868718373414e-16,6.86107811941516e-17,7.02203458952025e-16,2.11835333480239e-18,5.78613155546654e-19,2.19764187746352e-16,7.05860213656475e-17,4.45174568283292e-17,1.58752973459469e-17,3.21831781892508e-14,3.22290301580328e-14,8.35667840780053e-19,1.07629886507157e-18
main,4080,1.79121006818253e-16,2.14992450456052e-11,1.99992946924727e-12,1.99992977168403e-11,9.45131436823287e-16,4.65393832706731e-15,3.13208795946411e-13,3.13655302094356e-13,7.5495439644943e-16,6.86185879977453e-17,7.02283159487826e-16,2.11857637115508e-18,5.78657249167398e-19,2.19796672852657e-16,7.05964799282452e-17,4.45224616754964e-17,1.5877041877861e-17,3.21833058639987e-14,3.22291703626936e-14,8.3577386150745e-19,1.07639068889301e-18
main,4140,1.79137200698732e-16,2.14992449666288e-11,1.99992946186881e-12,1.99992976433741e-11,9.45131046571837e-16,4.65377361881527e-15,3.13209758005692e-13,3.13656361436402e-13,7.55033371411946e-16,6.86257837686987e-17,7.02356624569218e-16,2.11878210669754e-18,5.78698068613445e-19,2.19826494103259e-16,7.0606080693731e-17,4.4527059939854e-17,1.5878645072872e-17,3.21834145775267e-14,3.22292904751155e-14,8.35871610096419e-19,1.0764755999419e-18
main,4200,1.79152134820287e-16,2.14992448938191e-11,1.99992945506649e-12,1.99992975756445e-11,9.45130726360843e-16,4.65362280809131e-15,3.13210572426516e-13,3.13657264482151e-13,7.5510617996601e-16,6.86324174531161e-17,7.02424353456711e-16,2.11897190541028e-18,5.78735856035644e-19,2.19853879874951e-16,7.0614897221514e-17,4.45312863761168e-17,1.58801189706361e-17,3.21835071099007e-14,3.22293933840228e-14,8.35961745628762e-19,1.07655412892475e-18
main,4260,1.79165909004517e-16,2.14992448266844e-11,1.99992944879432e-12,1.99992975131939e-11,9.45130464971048e-16,4.65348468291217e-15,3.13211261226095e-13,3.13658034068949e-13,7.55173314057623e-16,6.86385339143833e-17,7.02486803774493e-16,2.11914702049608e-18,5.78770835430355e-19,2.1987903775113e-16,7.06229963716233e-17,4.45351725258173e-17,1.58814745015067e-17,3.21835858362338e-14,3.22294815621054e-14,8.36044872676244e-19,1.07662676309578e-18
main,4320,1.79178614897919e-16,2.14992447647733e-11,1.99992944301018e-12,1.99992974556024e-11,9.4513025289691e-16,4.6533581395112e-15,3.13211843184075e-13,3.13658689713806e-13,7.55235224862285e-16,6.86441742967582e-17,7.02544395220693e-16,2.1193086038532e-18,5.78803214096339e-19,2.19902156554663e-16,7.06304389598197e-17,4.45387470468088e-17,1.58827216000812e-17,3.21836527854746e-14,3.22295571259894e-14,8.36121546097474e-19,1.07669395037475e-18
main,4380,1.79190336679744e-16,2.14992447076719e-11,1.99992943767537e-12,1.9999297402485e-11,9.45130082090571e-16,4.6532421727368e-15,3.13212334315244e-13,3.13659248094905e-13,7.55292326382818e-16,6.86493763534206e-17,7.02597512914216e-16,2.11945771467043e-18,5.78833183952269e-19,2.19923408167326e-16,7.06372803439322e-17,4.45420360049691e-17,1.58838693057084e-17,3.21837096906751e-14,3.22296218875594e-14,8.36192275372384e-19,1.07675610297815e-18
main,4440,1.79201151703183e-16,2.14992446549999e-11,1.99992943275437e-12,1.99992973534881e-11,9.45129945743679e-16,4.65313586723768e-15,3.13212748273465e-13,3.13659723463374e-13,7.55344998699326e-16,6.86541747428663e-17,7.02646510417952e-16,2.11959532723436e-18,5.78860922732272e-19,2.19942949159601e-16,7.06435709490645e-17,4.45450631328827e-17,1.58849258516102e-17,3.21837580319744e-14,3.22296773978804e-14,8.36257528524155e-19,1.0768136006341e-18
main,4500,1.79211131076872e-16,2.14992446064083e-11,1.9999294282146e-12,1.99992973082869e-11,9.45129838101478e-16,4.65303838938804e-15,3.13213096696825e-13,3.13660127995414e-13,7.55393590908862e-16,6.8658601297049e-17,7.02691712473344e-16,2.11972233802944e-18,5.7888659507419e-19,2.19960922251818e-16,7.06493567384476e-17,4.45478500596407e-17,1.588589874405e-17,3.2183799073349e-14,3.22297249847845e-14,8.36317735672421e-19,1.0768667934403e-18
main,4560,1.7922034019289e-16,2.14992445615763e-11,1.99992942402607e-12,1.9999297266583e-11,9.45129754304427e-16,4.65294897990456e-15,3.13213389502549e-13,3.13660472093427e-13,7.55438423787895e-16,6.86626852642721e-17,7.02733417477106e-16,2.11983957220137e-18,5.78910353513011e-19,2.19977457625234e-16,7.06546796359307e-17,4.45504165153281e-17,1.5886794832784e-17,3.21838338940362e-14,3.22297657850391e-14,8.36373292256445e-19,1.07691600441437e-18
main,4620,1.79228839206716e-16,2.14992445202089e-11,1.99992942016123e-12,1.9999297228102e-11,9.451296902533e-16,4.65286694710649e-15,3.13213635138956e-13,3.136607646435e-13,7.55479792206683e-16,6.86664535294742e-17,7.02771899727152e-16,2.1199477894472e-18,5.78932339390066e-19,2.1999267409952e-16,7.06595779054077e-17,4.45527805133026e-17,1.58876203738659e-17,3.21838634153998e-14,3.22298007718758e-14,8.36424561962322e-19,1.0769615317784e-18
main,4680,1.79236683473977e-16,2.14992444820352e-11,1.99992941659441e-12,1.99992971925917e-11,9.45129642494314e-16,4.65279166077145e-15,3.1321384080072e-13,3.13661013235599e-13,7.55517967321257e-16,6.86699308142427e-17,7.0280741146165e-16,2.12004768938805e-18,5.78952683687053e-19,2.20006680191183e-16,7.06640864918743e-17,4.45549585129486e-17,1.58883810857312e-17,3.21838884238994e-14,3.22298307785507e-14,8.36471879384359e-19,1.07700365101264e-18
main,4740,1.79243923948268e-16,2.14992444468054e-11,1.99992941330251e-12,1.99992971598202e-11,9.4512960812131e-16,4.65272254654046e-15,3.1321401261275e-13,3.13661224351833e-13,7.55553198565744e-16,6.86731398586218e-17,7.02840184712347e-16,2.12013991647407e-18,5.78971507792629e-19,2.20019575065832e-16,7.06682373282696e-17,4.45569655652382e-17,1.58890821993685e-17,3.21839095907265e-14,3.22298565185076e-14,8.36515552447373e-19,1.07704261670787e-18
main,4800,1.79250607543874e-16,2.14992444142902e-11,1.99992941026422e-12,1.99992971295737e-11,9.45129584692501e-16,4.65265908082813e-15,3.13214155787257e-13,3.13661403527442e-13,7.5558571546515e-16,6.86761015865545e-17,7.02870432990872e-16,2.12022506446634e-18,5.78988924208293e-19,2.20031449395719e-16,7.06720596117858e-17,4.45588154431309e-17,1.58897285032733e-17,3.21839274885924e-14,3.22298786026342e-14,8.36555864613619e-19,1.07707866424159e-18
main,4860,1.79256777466785e-16,2.14992443842779e-11,1.9999294074598e-12,1.99992971016521e-11,9.45129570159637e-16,4.65260078619611e-15,3.13214274757911e-13,3.13661555488437e-13,7.55615729286437e-16,6.86788352565567e-17,7.02898352824605e-16,2.12030368053557e-18,5.79005037199403e-19,2.20042386132666e-16,7.06755800529078e-17,4.45605207585777e-17,1.58903243837956e-17,3.21839426060773e-14,3.22298975540313e-14,8.36593076895314e-19,1.0771120112991e-18
main,4920,1.79262473516999e-16,2.14992443565708e-11,1.99992940487109e-12,1.9999297075878e-11,9.45129562807722e-16,4.65254722715032e-15,3.13214373294413e-13,3.13661684269293e-13,7.55643434543741e-16,6.8681358599092e-17,7.02924125156949e-16,2.12037626901265e-18,5.79019943396287e-19,2.20052461205349e-16,7.06788231000772e-17,4.45620930676668e-17,1.58908738614097e-17,3.21839553598979e-14,3.22299138206526e-14,8.36627429691564e-19,1.07714285925766e-18
main,4980,1.79267732364855e-16,2.14992443309933e-11,1.99992940248134e-12,1.9999297052085e-11,9.45129561203764e-16,4.65249800632506e-15,3.1321445460033e-13,3.13661793313559e-13,7.5566901037193e-16,6.86836879419229e-17,7.0294791662501e-16,2.12044329482328e-18,5.79033732349986e-19,2.20061744148919e-16,7.06818111425451e-17,4.45635429652578e-17,1.58913806233688e-17,3.21839661053914e-14,3.22299277861229e-14,8.36659144466437e-19,1.07717139444896e-18
main,5040,1.79272587803842e-16,2.14992443073803e-11,1.99992940027513e-12,1.99992970301194e-11,9.45129564153203e-16,4.65245276101996e-15,3.13214521396631e-13,3.13661885559882e-13,7.55692621780999e-16,6.86858383245917e-17,7.0296988072646e-16,2.12050518663558e-18,5.79046487046601e-19,2.2007029867404e-16,7.06845646936989e-17,4.45648801702802e-17,1.5891848053149e-17,3.21839751454779e-14,3.22299397789975e-14,8.36688425283111e-19,1.07719778931345e-18
main,5100,1.7927707098198e-16,2.14992442855798e-11,1.99992939823827e-12,1.99992970098399e-11,9.4512957066288e-16,4.65241116005778e-15,3.13214575993014e-13,3.13661963515545e-13,7.55714420802577e-16,6.86878236030544e-17,7.0299015888606e-16,2.12056233974597e-18,5.79058284383565e-19,2.20078183181617e-16,7.06871025568943e-17,4.45661136027284e-17,1.58922792570385e-17,3.21839827383191e-14,3.22299500806861e-14,8.36715460207497e-19,1.07722220345764e-18
